2-faced,farced_facet_fazed_faces_face_
chatter,chitchat_blather_babble_chat_gossip_
chatterbox,blabbermouth_windbag_clack_gossip_busybody_
cheap,low-cost_reasonable_low-priced_competitive_economical_
cheapen,mar_debase_minimize_denigrate_demean_
cheaply,inexpensively_reasonably_poorly_cheap_moderately_
cheat,hypocrite_trickster_impostor_rascal_con artist_
cheated,burned_gypped_conned_swindled_finessed_
cheater,swindler_trickster_deceiver_defrauder_victimizer_
cheating,dishonesty_deception_defrauding_deceiving_
cheats,hypocrite_trickster_impostor_rascal_con artist_
checkered,motley_spotted_diversified_variegated_mutable_
cheerless,austere_black_bleak_blue_dark_
cheesy,inferior_poor_shabby_sleazy_trashy_
chide,rebuke_scold_censure_berate_blame_
childish,naive_foolish_youthful_childlike_adolescent_
chill,freezing_chilly_icy_frigid_biting_
chilly,crisp_brisk_freezing_breezy_icy_
chintzy,cheap_frowzy_shabby_sleazy_tacky_
choke,clog_congest_drown_suffocate_kill_
choleric,irascible_peevish_quick-tempered_
choppy,rough_uneven_inclement_violent_wild_
chore,duty_assignment_workout_errand_housework_
chronic,lifelong_continuous_continuing_habitual_recurrent_
chunky,chubby_stout_stocky_beefy_dumpy_
clamor,noise_upheaval_agitation_tumult_ruckus_
clamorous,vociferous_uproarious_importunate_loud_
clash,rift_crash_riot_melee_brawl_
cliche,adage_banality_bromide_buzzword_commonplace_
cliched,stereotypical_quintessential_average_classic_conventional_
clique,clan_cabal_coterie_faction_posse_
clog,encumbrance_blockade_snag_obstruction_drag_
clogged,plug_obstruct_congest_choke_impede_
clogs,encumbrance_blockade_snag_obstruction_drag_
cloud,gloom_vapor_darkness_fog_smoke_
clouding,gloom_vapor_darkness_fog_smoke_
cloudy,opaque_misty_dense_dim_murky_
clueless,bewildered_perplexed_doubtful_thrown_lost_
clumsy,bulky_ungainly_unwieldy_inept_ponderous_
clunky,bulky_heavy_embarrassing_unwieldy_ponderous_
coarse,boorish_rude_gruff_ribald_vulgar_
cocky,brash_self-confident_presumptuous_confident_overconfident_
coerce,bully_intimidate_suppress_repress_strong-arm_
coercion,persuasion_intimidation_duress_force_constraint_
coercive,bullying_violent_forced_forceful_intimidating_
cold,wintry_crisp_snowy_frozen_brisk_
coldly,cruelly_deliberately_indifferently_intentionally_calculatedly_
collapse,crash_catastrophe_failure_disruption_debacle_
collude,connive_plot_intrigue_
collusion,deceit_scam_conspiracy_graft_complicity_
combative,contentious_energetic_cantankerous_belligerent_bellicose_
combust,ignite_flame_blaze_catch fire_catch on fire_
comical,whimsical_funny_farcical_humorous_ludicrous_
commiserate,sympathize_pity_console_feel_compassionate_
commonplace,mundane_customary_prevalent_normal_obvious_
commotion,annoyance_upheaval_fuss_turbulence_agitation_
commotions,annoyance_upheaval_fuss_turbulence_agitation_
complacent,self-righteous_satisfied_confident_smug_pleased_
complain,moan_criticize_lament_disagree_grumble_
complained,moan_criticize_lament_disagree_grumble_
complaining,grumbling_discontented_weeping_lamenting_mourning_
complains,moan_criticize_lament_disagree_grumble_
complaint,criticism_grievance_objection_gripe_protest_
complaints,criticism_grievance_objection_gripe_protest_
complex,complicated_convoluted_manifold_composite_conglomerate_
complicated,troublesome_perplexing_problematic_hard_arduous_
complication,confusion_snag_difficulty_complexity_obstacle_
complicit,conniving_scheming_deceitful_duplicitous_adept_
compulsion,coercion_obsession_urgency_preoccupation_duty_
compulsive,enthusiastic_passionate_uncontrollable_irresistible_compelling_
concede,relinquish_cede_hand over_quit_confess_
conceded,relinquish_cede_hand over_quit_confess_
conceit,arrogance_narcissism_self-love_swagger_complacency_
conceited,arrogant_cocky_gall_ham_immodest_
concen,concerns_convene_concentu_consent_conceal_
concens,convenes_concern_concentus_conceals_concentu_
concern,interest_matter_thing_involvement_burden_
concerned,distressed_anxious_uneasy_uptight_disturbed_
concerns,interest_matter_thing_involvement_burden_
concession,acknowledgment_deal_grant_admission_compromise_
concessions,acknowledgment_deal_grant_admission_compromise_
condemn,criticize_sentence_punish_denounce_censure_
condemnable,blamable_criminal_culpable_disgraceful_reprehensible_
condemnation,accusation_denunciation_judgment_censure_disapproval_
condemned,doomed_damned_fated_convicted_
condemns,criticize_sentence_punish_denounce_censure_
condescend,vouchsafe_accord_submit_acquiesce_grant_
condescending,snooty_patronizing_arrogant_complaisant_disdainful_
condescendingly,condescendence_
condescension,patronage_toleration_haughtiness_civility_airs_
confess,disclose_reveal_acknowledge_confide_prove_
confession,disclosure_story_acknowledgment_revelation_admission_
confessions,disclosure_story_acknowledgment_revelation_admission_
confined,restricted_cramped_imprisoned_restrained_cramp_
conflict,combat_clash_competition_strife_struggle_
conflicted,vary_differ_disagree_disturb_contend_
conflicting,clashing_incompatible_antagonistic_adverse_opposing_
conflicts,combat_clash_competition_strife_struggle_
confound,mystify_perplex_bewilder_discombobulate_rattle_
confounded,perplexed_bewildered_disconcerted_befuddled_
confounding,mystify_perplex_bewilder_discombobulate_rattle_
confront,defy_resist_accost_repel_oppose_
confrontation,contest_showdown_fight_battle_strife_
confrontational,combative_adversarial_antagonistic_bellicose_adverse_
confuse,unsettle_perturb_puzzle_disconcert_confound_
confused,muddled_bewildered_perplexed_puzzled_distracted_
confuses,unsettle_perturb_puzzle_disconcert_confound_
confusing,perplexing_upsetting_baffling_complex_complicated_
confusion,turmoil_bewilderment_embarrassment_turbulence_distraction_
confusions,turmoil_bewilderment_embarrassment_turbulence_distraction_
congested,crowded_teeming_overcrowded_jammed_stuffed_
congestion,traffic jam_bottleneck_profusion_jam_mass_
cons,fraud_deception_mockery_cheat_crime_
conscons,concerns_concisions_consignees_consigners_gascons_
conservative,traditional_timid_reactionary_middle-of-the-road_firm_
conspicuous,discernible_noticeable_evident_distinct_apparent_
conspicuously,officially_clearly_plainly_evidently_expressly_
conspiracies,plot_sedition_scheme_treason_league_
conspiracy,plot_sedition_scheme_treason_league_
conspirator,collaborator_traitor_accomplice_subversive_betrayer_
conspiratorial,clandestine_covert_surreptitious_artful_calculating_
conspire,collude_connive_cooperate_maneuver_wire_
consternation,bewilderment_anxiety_fright_confusion_alarm_
contagious,deadly_spreading_infectious_endemic_poisonous_
contaminate,harm_pollute_injure_tarnish_infect_
contaminated,harm_pollute_injure_tarnish_infect_
contaminates,harm_pollute_injure_tarnish_infect_
contaminating,harm_pollute_injure_tarnish_infect_
contamination,contagion_disease_epidemic_infection_corruption_
contempt,distaste_mockery_derision_condescension_antipathy_
contemptible,worthless_vile_disgusting_odious_abhorrent_
contemptuous,derisive_haughty_insulting_disrespectful_condescending_
contemptuously,arrogantly_haughtily_insolently_
contend,vie_confront_cope_resist_grapple_
contention,argument_controversy_struggle_rivalry_conflict_
contentious,testy_antagonistic_combative_argumentative_belligerent_
contort,writhe_deform_convolute_torture_curve_
contortions,deformity_unsightliness_pout_twist_grimace_
contradict,contravene_deny_repudiate_counter_differ_
contradiction,disagreement_discrepancy_conflict_difference_inconsistency_
contradictory,conflicting_antithetical_incompatible_contrary_inconsistent_
contrariness,polarity_contradistinction_antithesis_contradiction_contrariety_
contravene,hinder_overstep_impugn_violate_repudiate_
contrive,improvise_concoct_fabricate_devise_dream up_
contrived,phony_forced_affected_elaborate_strained_
controversial,questionable_contentious_dubious_arguable_argumentative_
controversy,squabble_fuss_discussion_argument_strife_
convoluted,perplexing_puzzling_tortuous_tangled_intricate_
corrode,impair_rot_erode_rust_deteriorate_
corrosion,decomposition_erosion_deterioration_rust_decay_
corrosions,decomposition_erosion_deterioration_rust_decay_
corrosive,trenchant_destructive_incisive_acerbic_caustic_
corrupt,unscrupulous_crooked_shady_rotten_fraudulent_
corrupted,depraved_perverted_
corrupting,noxious_pernicious_pestiferous_pestilent_
corruption,fraud_nepotism_crime_exploitation_malfeasance_
corrupts,unscrupulous_crooked_shady_rotten_fraudulent_
corruptted,corrugated_irrupted_corrupt_corruptive_corrected_
costlier,valuable_dear_excessive_executive_exorbitant_
costly,valuable_dear_excessive_executive_exorbitant_
counter-productive,inimical_biased_discriminatory_unjust_hurtful_
counterproductive,inimical_biased_discriminatory_unjust_hurtful_
coupists,copiest_costs_copouts_casuists_typists_
covetous,acquisitive_avaricious_avid_eager_envious_
coward,wimp_poltroon_yellow_pessimist_chicken_
cowardly,dastardly_afraid_anxious_apprehensive_backward_
crabby,acid_acrid_acrimonious_awkward_bad-tempered_
crack,superior_expert_ace_crackerjack_pro_
cracked,broken_damaged_crazed_split_fractured_
cracks,superior_expert_ace_crackerjack_pro_
craftily,shrewdly_intelligently_secretly_cunningly_foxily_
craftly,crafty_craft_crafts_crafted_greatly_
crafty,wily_shrewd_slick_insidious_cagey_
cramp,pain_twinge_stiffness_ache_convulsion_
cramped,small_narrow_packed_tiny_crowded_
cramping,pain_twinge_stiffness_ache_convulsion_
cranky,grouchy_cantankerous_ornery_ugly_irritable_
crap,idiocy_drivel_bunk_foolishness_baloney_
crappy,cheap_inferior_lousy_shoddy_trashy_
craps,idiocy_drivel_bunk_foolishness_baloney_
crash,blast_clash_sound_smash_din_
crashed,smash_crunch_fragment_disintegrate_splinter_
crashes,blast_clash_sound_smash_din_
crashing,utter_sheer_total_complete_plain_
crass,boorish_churlish_vulgar_stupid_rude_
craven,mean-spirited_chicken_yellow_cowardly_dastardly_
cravenly,craven_gravely_gravelly_ravingly_gravel_
craze,fever_rage_trend_mania_passion_
crazily,madly_wildly_insanely_hastily_irrationally_
craziness,madness_silliness_absurdity_nonsense_insanity_
crazy,insane_nuts_wacky_kooky_nutty_
creak,squeak_screech_groan_sound_scratch_
creaking,squeak_screech_groan_sound_scratch_
creaks,squeak_screech_groan_sound_scratch_
credulous,believing_born yesterday_easy mark_green_simple_
creep,slither_glide_slink_lurk_sneak_
creeping,dragging_groveling_crawling_sneaking_inching_
creeps,slither_glide_slink_lurk_sneak_
creepy,eerie_macabre_sinister_disgusting_ghoulish_
crept,slither_glide_slink_lurk_sneak_
crime,case_lawlessness_violation_felony_misdemeanor_
criminal,scandalous_illegal_unlawful_vicious_illegitimate_
cringe,cower_quiver_tremble_kneel_wince_
cringed,cower_quiver_tremble_kneel_wince_
cringes,cower_quiver_tremble_kneel_wince_
cripple,paralyze_immobilize_sap_injure_debilitate_
crippled,damaged_harmed_deformed_handicapped_broken_
cripples,paralyze_immobilize_sap_injure_debilitate_
crippling,paralyze_immobilize_sap_injure_debilitate_
crisis,crunch_dilemma_catastrophe_emergency_pressure_
critic,pundit_expert_cartoonist_authority_judge_
critical,demanding_analytical_biting_captious_carping_
criticism,comment_assessment_review_critique_opinion_
criticisms,comment_assessment_review_critique_opinion_
criticize,excoriate_chastise_denounce_chide_blame_
criticized,excoriate_chastise_denounce_chide_blame_
criticizing,excoriate_chastise_denounce_chide_blame_
critics,pundit_expert_cartoonist_authority_judge_
cronyism,toleration_disdain_civility_deference_patronizing_
crook,rogue_villain_swindler_racketeer_scoundrel_
crooked,curving_meandering_twisted_sinuous_winding_
crooks,rogue_villain_swindler_racketeer_scoundrel_
crowded,full_teeming_cramped_jammed_loaded_
crowdedness,traffic jam_bottleneck_profusion_jam_mass_
crude,boorish_indecent_rude_savage_cheap_
cruel,atrocious_heartless_harsh_ruthless_inhuman_
crueler,atrocious_heartless_harsh_ruthless_inhuman_
cruelest,atrocious_heartless_harsh_ruthless_inhuman_
cruelly,brutally_viciously_inhumanly_
cruelness,depth_violence_savagery_brutality_fury_
cruelties,savagery_torture_inhumanity_malice_barbarity_
cruelty,savagery_torture_inhumanity_malice_barbarity_
crumble,break up_collapse_tumble_disintegrate_decay_
crumbling,decaying_breaking_collapsing_disintegrating_breaking up_
crummy,second-rate_miserable_rotten_shabby_cheap_
crumple,crush_buckle_scrunch_screw_wad_
crumpled,crush_buckle_scrunch_screw_wad_
crumples,crush_buckle_scrunch_screw_wad_
crush,throng_horde_multitude_huddle_tumult_
crushed,crumble_beat_bruise_squash_mash_
crushing,crumble_beat_bruise_squash_mash_
cry,sob_howl_lament_blubber_bawling_
culpable,reprehensible_responsible_guilty_liable_amiss_
culprit,miscreant_offender_fugitive_felon_wrongdoer_
cumbersome,bulky_heavy_embarrassing_unwieldy_ponderous_
cunt,pussy_bitch_muff_box_clit_
cunts,pussy_bitch_muff_box_clit_
cuplrit,couplet_clarity_coupled_claret_polarity_
curse,bane_obscenity_expletive_profanity_whammy_
cursed,confounded_blessed_accursed_blasted_excommunicate_
curses,bane_obscenity_expletive_profanity_whammy_
curt,pithy_offhand_terse_concise_brusque_
cuss,blasphemy_obscenity_expletive_curse_four-letter word_
cussed,curse_blaspheme_use profanity_
cutthroat,ferocious_vicious_savage_barbarous_bloodthirsty_
cynical,contemptuous_derisive_ironic_misanthropic_mocking_
cynicism,doubt_distrust_pessimism_bitterness_sarcasm_
d*mn,mn_den_din_don_dun_
damage,blow_devastation_harm_illness_hardship_
damaged,injured_impaired_run-down_gone_shot_
damages,amends_bill_charge_compensation_expense_
damaging,harmful_prejudicial_ruinous_detrimental_injurious_
damn,curse_excoriate_expel_abuse_confound_
damnable,abhorrent_abominable_accursed_blessed_culpable_
damnably,amenable_dumbly_tamable_terminable_tenable_
damnation,condemnation_suffering_torment_perdition_hell_
damned,darned_lousy_reprobate_infernal_lost_
damning,incriminating_fatal_ruinous_damnatory_
damper,restraint_depressant_chill_wet blanket_
danger,peril_risk_probability_exposure_insecurity_
dangerous,treacherous_unhealthy_threatening_deadly_unsafe_
dangerousness,rancorousness_congruousness_decorousness_dangerous_tangerines_
dark,dim_misty_murky_shadowy_overcast_
darken,dim_obscure_blacken_overshadow_eclipse_
darkened,dim_obscure_blacken_overshadow_eclipse_
darker,dim_misty_murky_shadowy_overcast_
darkness,gloom_obscurity_dusk_dark_blackness_
dastard,poltroon_sneak_wimp_recreant_chicken_
dastardly,cowardly_despicable_vile_contemptible_underhanded_
daunt,dismay_discourage_dishearten_subdue_dispirit_
daunting,dismay_discourage_dishearten_subdue_dispirit_
dauntingly,doubtingly_dauntings_daintily_dotingly_taunting_
dawdle,procrastinate_mosey_saunter_laze_loiter_
daze,stupor_bewilderment_trance_shock_glaze_
dazed,bewildered_stunned_disoriented_
dead,late_lifeless_asleep_buried_deceased_
deadbeat,debtor_parasite_sponge_loafer_moocher_
deadlock,predicament_standstill_gridlock_dilemma_plight_
deadly,savage_destructive_suicidal_murderous_pernicious_
deadweight,load_duty_onus_hardship_strain_
deaf,deafened_earless_hard of hearing_stone deaf_unable to hear_
dearth,lack_inadequacy_paucity_deficiency_absence_
death,ruination_decease_downfall_dissolution_repose_
debacle,breakdown_devastation_crash_disaster_wreck_
debase,disgrace_dishonor_cheapen_demean_demoralize_
debasement,corruption_degradation_depravation_
debaser,de base_de-base_debased_debater_debs_
debatable,questionable_uncertain_problematic_dubious_doubtful_
debauch,defile_pervert_pollute_inveigle_bastardize_
debaucher,libertine_degenerate_scoundrel_Lothario_cad_
debauchery,seduction_revelry_indulgence_sensuality_drunk_
debilitate,eviscerate_attenuate_disable_cripple_exhaust_
debilitating,eviscerate_attenuate_disable_cripple_exhaust_
debility,enfeeblement_decrepitude_feebleness_disease_malaise_
